game;elements;description;link;Action;Aventure;RPG;Plate-Forme;FPS;Course;Strategie;Sport;Reflexion;Combat;Simulation;Point'n Click;Infiltration;Gestion;Action RPG;Beat'em All;Survival-Horror;Rythme;Autres;Puzzle-Game;Shoot'em Up;Tactique;Shooter;MMO;MMORPG;Tactical RPG;Creation;TPS;Tir;Adresse;Sandbox;Roguelike;Survie;Open World;Wargame;Hack'n slash;Jeu de cartes;Runner;Dungeon RPG;4X;God Game;Visual Novel;MOBA;Tower Defense;Battle Royale;Ludo-Educatif;Simulation de vie;MMOFPS;City Builder;Jeu de societe;Management
F1 2002;['Course', 'Sport'];F1 2002 est un jeu de courses sorti sur Xbox. Revivez toute l'intensité de la saison 2002 de formule 1 en jouant avec les véritables écuries. Les conditions climatiques peuvent changer pendant la course et modifier votre conduite.;http://www.jeuxvideo.com/jeux/jeu-60996/;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Advance Wars;['Tactique'];Advance Wars est un jeu de stratégie tactique sorti sur Gameboy Advance. Celui-ci se joue au tour par tour. Choisissez votre général avec ses capacités différentes puis bâtissez une armée afin d'anéantir vos adversaires.;http://www.jeuxvideo.com/jeux/jeu-58889/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jak & Daxter : The Precursor Legacy;['Aventure', 'Plate-Forme'];"Jak and Daxter est un jeu de plates-formes/aventure sur Playstation 2. Vous incarnez Jak et devez aider votre ami Daxter à retrouver sa forme ""humaine"". En effet, après être tombé dans de l'éco noire, Daxter a été transformé en adorable beloutre.";http://www.jeuxvideo.com/jeux/jeu-58855/;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Fish Files sur GB;['Aventure'];The Fish Files est un jeu d'aventure sur Gameboy. Vous incarnez à tour de rôle Dante, Korsellos et Fritz, 3 collégiens. Les professeurs ont confié à chacun des élèves la garde d'un poisson rouge afin de les responsabiliser. Malheureusement, un matin, stupeur générale : tous les poissons rouges ont disparu. Vous menez l'enquête pour retrouver les poissons, certainement enlevés.;http://www.jeuxvideo.com/jeux/gameboy-g-boy/00006824-the-fish-files.htm;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shenmue II;['Action', 'Aventure'];Shenmue II sur Dreamcast reprend l'histoire de Ryo Hazuki là où elle s'est arrêtée à la fin du premier épisode. Vous êtes toujours à la recherche du meurtrier de votre père. Cette enquête vous mène jusqu'en Chine. Sentez la ville vivre, évoluez librement dans les lieux que vous traversez, d'innombrables interactions sont possibles.;http://www.jeuxvideo.com/jeux/jeu-57977/;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Virtua Tennis 2;['Sport'];Entrez, grâce à Virtua Tennis 2 sur Dreamcast, sur les plus grands courts du monde et battez-vous pour devenir numéro 1 mondial. Service, Smash, Lob... Faites bon usage des techniques pour affronter 16 des meilleurs joueurs et joueuses du circuit professionnel. Jouez en simple ou jusqu'à 4 simultanément en double ou double mixte.;http://www.jeuxvideo.com/jeux/jeu-58850/;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pro Evolution Soccer;['Sport'];Pro Evolution Soccer est un jeu de football sur Playstation 2. Incarnez vos joueurs préférés dans cette simulation du ballon rond qui vous permettra de vivre de grands moments sur le terrain.;http://www.jeuxvideo.com/jeux/jeu-59574/;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Silent Hill 2 sur PS2;['Survival-Horror'];Silent Hill 2 : Director's Cut est un jeu d'horreur sur Playstation 2. La vie de James Sunderland se brisa après la mort tragique de sa jeune épouse, Mary. Trois ans plus tard, il reçoit une troublante lettre de Mary lui demandant de retourner dans un lieu rempli de souvenirs, la mystérieuse ville de Silent Hill.;http://www.jeuxvideo.com/jeux/jeu-57808/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Wario Land 4;['Action', 'Plate-Forme'];Wario Land 4 est un jeu de plates-formes/action sur Gameboy Advance. Vous incarnez Wario et partez en quête de la légendaire Pyramide d'Or. Choisissez votre niveau de difficulté, affrontez ennemis et boss peuplant les différentes zones et ramassez le plus de trésors possible.;http://www.jeuxvideo.com/jeux/jeu-60605/;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Schizm sur PC;['Aventure', 'Réflexion'];Schizm est un jeu d'aventure et de réflexion sur PC. 2083, des sondes spatiales repèrent la planète Argilus. Un étrange monde à l'architecture magnifique mais désert, sans le moindre signe de vie. Aux commandes de votre vaisseau de ravitaillement, tous vos systèmes se dérèglent et vous vous écrasez sur la planète. Parcourez la planète à la recherche de votre copilote et résolvez le mystère entourant ce monde.;http://www.jeuxvideo.com/jeux/pc/00007920-schizm.htm;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Grand Theft Auto III;['Action'];Jeu d'action, Grand Theft Auto III vous permet d'incarner un malfrat qui a été trahi et laissé pour mort. Vous voudrez donc vous venger par tous les moyens: casses, vols et règlements de comptes seront votre principale activité à Liberty City, la ville la plus décadente des Etats-Unis.;http://www.jeuxvideo.com/jeux/jeu-57927/;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Legend of Zelda : Oracle of Ages;['Action', 'RPG'];The Legend of Zelda : Oracle of Ages est un jeu d'action et d'aventure sur Gameboy. Veran, la Sorcière des Ombres, a capturé l'Ordre des Ages afin d'utiliser ses pouvoirs pour semer la destruction dans l'univers. Vous incarnez Link et venez d'être invoqué en Labrynna par la Triforce. Réparez la trame temporelle et sauvez l'Oracle.;http://www.jeuxvideo.com/jeux/jeu-58843/;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Legend of Zelda : Oracle of Seasons;['Action', 'Aventure', 'RPG'];The Legend of Zelda : Oracle of Seasons est un jeu d'action et d'aventure sur Gameboy. Onox, le général des ténèbres, a capturé l'Oracle des Saisons afin de vider le royaume de toute vie. Les saisons sont en désordre et les forces du chaos grandissent. Vous incarnez donc Link et devez maîtriser le pouvoir des saisons afin de vaincre les forces maléfiques.;http://www.jeuxvideo.com/jeux/jeu-58844/;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mario Kart : Super Circuit;['Course'];Mario revient à fond les manettes dans le jeu de courses Mario Kart : Super Circuit sur Gameboy Advance. Vingt nouveaux circuits, des bonus classiques et des heures de courses sont au programme de ce soft. Le mode Grand Prix, le mode Bataille ainsi que la possibilité d'affronter vos amis sont également présents.;http://www.jeuxvideo.com/jeux/jeu-59569/;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Myst III : Exile;['Aventure', 'Réflexion'];Myst III : Exile est un jeu d'aventure et de réflexion sur PC. Laissez-vous surprendre par cette aventure mythique, où les livres sont des passerelles entre les mondes et où les leçons du passé construisent votre avenir. Chaque porte franchie, chaque livre ouvert, vous fait progresser vers un destin bouleversant et plein d'énigmes.;http://www.jeuxvideo.com/jeux/jeu-57696/;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Max Payne;['Action'];Max Payne est un jeu d'action sur PC dans lequel vous incarnez le héros éponyme, un flic qui n'a plus rien à perdre. Pourchassé par la police et la mafia, il doit tout faire pour sauver sa peau et tenter de redorer son blason dans un combat qu'il ne peut espérer remporter.;http://www.jeuxvideo.com/jeux/jeu-57337/;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gran Turismo 3 sur PS2;['Course', 'Simulation'];Gran Turismo 3 sur Playstation 2 est le troisième opus de la série Gran Turismo. Le titre propose un mode arcade pour se lancer dans des courses rapides, dans des contre-la-montre ainsi qu'un mode libre pour rouler sans contraintes. De plus, le mode Gran Turismo montrera toute la saveur du soft au fil de plus de 35 circuits.;http://www.jeuxvideo.com/jeux/playstation-2-ps2/00003438-gran-turismo-3.htm;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Banjo-Tooie;['Plate-Forme'];Banjo-Tooie sur Nintendo 64 est le deuxième volet des aventures de l'ours débonnaire et l'oiseau cynique, toujours orienté plates-formes. Terrassée lors du premier épisode, la sorcière Gruntilda n'importune plus la Montagne Spirale. Le monde vit paisiblement mais c'est sans compter sur les deux soeurs de Gruntilda qui sont bien décidées à la ressusciter. Les deux soeurs s'échappent en détruisant la maison de Banjo et en tuant Bottles, son ami. La vengeance commence...;http://www.jeuxvideo.com/jeux/jeu-57315/;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Skies of Arcadia;['RPG'];Skies of Arcadia sur Dreamcast est un jeu de rôle prenant place dans Arcadia, un monde où les continents flottent dans le ciel. Vous incarnez Vyse et Aika, deux pirates des airs combattant le maléfique empire de Valua.;http://www.jeuxvideo.com/jeux/jeu-58107/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Black & White;['RPG', 'Stratégie', 'God Game'];Dans le jeu de stratégie Black & White sur PC, vous jouez le rôle d'un dieu qui doit mener son peuple pour dominer le monde face à d'autres divinités. Bon ou mauvais, vous choisissez votre manière de régner et d'utiliser les pouvoirs mis à votre disposition. Pour vous représenter sur Terre, vous pourrez choisir une créature qu'il sera alors possible de dresser pour réaliser des actions à votre place et participer aux nombreuses missions. Vos pouvoirs s'obtiennent grâce aux prières de vos sujets.;http://www.jeuxvideo.com/jeux/jeu-56930/;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Final Fantasy IX;['Aventure', 'RPG'];Dans ce neuvième opus de la série Final Fantasy IX le joueur bénéficie de graphismes améliorés et de cinématiques à couper le souffle. Parcourez le vaste monde du titre pour découvrir une histoire riche en rebondissements et en magie.;http://www.jeuxvideo.com/jeux/jeu-57336/;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Phantasy Star Online;['Action', 'RPG'];Phantasy Star Online sur Dreamcast est le premier jeu de rôle jouable en ligne à être sorti sur consoles. L'ambiance du jeu mêle la science-fiction futuriste avec des accents d'heroïc-fantasy, généralement propre au genre. Vous créez votre personnage en choisissant sa race, son métier, ses proportions et son équipement.;http://www.jeuxvideo.com/jeux/jeu-82506/;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shenmue sur DCAST;['Action', 'Aventure'];Témoin de l'assassinat de son père par le mystérieux Lan Di, le jeune Ryo Hazuki se jure de le retrouver pour venger son père. Tel est le point de départ de cette aventure hors normes qu'est Shenmue sur Dreamcast, un jeu à la croisée d'une multitude de genres qui comporte son lot d'action et d'affrontements inspirés des arts martiaux.;http://www.jeuxvideo.com/jeux/dreamcast-dcast/00002829-shenmue.htm;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sega GT;['Course', 'Sport'];Sega GT sur Dreamcast est une simulation automobile. Passez les différents permis, trouvez-vous une bonne occase, et lancez-vous dans le mode carrière où il vous faudra remporter de nombreuses victoire et ainsi laisser votre vieux tacot à la casse au profit d'une sportive surpuissante.;http://www.jeuxvideo.com/jeux/jeu-57326/;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MicroMachines V3;['Course'];MicroMachines V3 est un jeu de courses sur Gameboy où chaque objet du quotidien peut devenir extrêmement dangereux. A l'échelle de votre véhicule miniature, du lait renversé se change en lac et de modestes livres tiennent lieu d'obstacles infranchissables. En tout, 48 courses et 32 véhicules différents sont disponibles.;http://www.jeuxvideo.com/jeux/jeu-56184/;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
No One Lives Forever;['FPS'];No One Lives Forever sur PC est un FPS qui parvient à unir humour et profondeur de jeu et dans lequel l'agent Kate Archer lutte contre le C.R.I.M.E., parodiant l'univers de James bond. Parallèlement à un ton décalé et humoristique, le titre dispose de mécaniques de jeu riches où se mêlent infiltration, action et gadgets idiots.;http://www.jeuxvideo.com/jeux/jeu-57985/;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jet Set Radio;['Action', 'Sport'];Jet Set Radio est un ovni parmi les jeux Dreamcast. Apportant un nouveau style graphique, le jeu consiste à se balader, rollers aux pieds, dans Tokyo-to, en taguant votre marque par dessus celle des autres gangs. Vous êtes poursuivi par un commissaire de police qui usera de moyens de plus en plus impressionnants pour vous arrêter. Le tout se déroule sur fond de musique mixée par le déjanté Professeur K.;http://www.jeuxvideo.com/jeux/jeu-57670/;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SSX;['Sport'];SSX sur Playstation 2 est un jeu de surf totalement orienté arcade. Oubliez le réalisme, ici ce sont les figures les plus improbables qui prennent le pas. Sur des parcours aux couleurs psychédéliques, à vous les 1080 backflips aux tricks biscornus et autres über-combos pour atteindre le paradis du score ultime.;http://www.jeuxvideo.com/jeux/jeu-82377/;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Escape from Monkey Island;['Aventure'];Toujours empêtré dans les situations les plus drôles et invraisemblables, Guybrush Threepwood doit ici lutter pour sauver les Caraïbes d'un promoteur immobilier prêt à transformer l'endroit en station balnéaire. Dans cet Escape from Monkey Island sur PC, on retrouve de nombreux personnages et clins d'oeil issus des volets précédents.;http://www.jeuxvideo.com/jeux/jeu-58498/;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Superbike 2001 sur PC;['Course', 'Simulation'];Superbike 2001 est un jeu de courses de motos sur PC. Enfourchez votre moto et partez à l'assaut des pistes au guidon de Honda VTR 100 SP-W et Bimota SB8R et beaucoup d'autres encore. Le soft propose près de 25 circuits de l'Allemagne à l'Italie en passant par l'Espagne. Superbike 2001 est jouable jusqu'à 8 joueurs en réseau local ou sur le net.;http://www.jeuxvideo.com/jeux/pc/00004003-superbike-2001.htm;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Metropolis Street Racer sur DCAST;['Course', 'Simulation'];"Metropolis Street Racer sur Dreamcast est une simulation de courses automobiles. Le jeu repose sur un système de ""Kudos"", monnaie que vous obtenez en remportant des courses mais aussi grâce à votre style de conduite. De nombreux véhicules prestigieux sont à débloquer et le challenge est au rendez-vous dans MSR.";http://www.jeuxvideo.com/jeux/dreamcast-dcast/00003645-metropolis-street-racer.htm;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Deus Ex;['FPS', 'RPG'];"Deus Ex sur PC mélange FPS et jeu de rôle en donnant une grande liberté d'action au joueur qui sera confronté à des problèmes moraux et philosophiques. L'action du jeu se déroule dans un univers cyberpunk secoué par des crises politiques et dans lequel sévit le fléau de la ""peste grise"".";http://www.jeuxvideo.com/jeux/jeu-57450/;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Virtua Tennis;['Sport'];Virtua Tennis sur Dreamcast est un jeu de sport proposant des modes Arcade et Exhibition, en simple ou en double. Partez à la conquête du circuit mondial en incarnant l'un des 8 grands joueurs officiels du tournoi masculin. Un mode entraînement vous prépare à être compétitif sur tout type de terrain et vous pourrez trouver de quoi vous équiper dans la boutique. A vos raquettes !;http://www.jeuxvideo.com/jeux/jeu-57710/;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Grand Prix 3 sur PC;['Course', 'Simulation'];Grand Prix 3 est une simulation de F1 sur PC proposant des circuits et des équipes officiels, de réels pilotes et des voitures fidèlement reproduites. Il est possible de se lancer dans une course rapide, une course hors championnat ou une saison complète de championnat. Quatre joueurs peuvent concourir ensemble sur Internet.;http://www.jeuxvideo.com/jeux/pc/00003406-grand-prix-3.htm;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Icewind Dale;['RPG'];Jeu de rôle (RPG) en vue isométrique se déroulant dans un univers fantasy, Icewind Dale est basé sur les règles de Donjons et Dragons. Six zones majeures sont divisées en une cinquantaine de donjons remplis de dizaines de monstres aux caractéristiques différentes. Les combats se déroulent en temps réel avec une pause active permettant de donner des ordres aux membres de l'équipe.;http://www.jeuxvideo.com/jeux/jeu-57117/;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Motocross Madness 2 sur PC;['Action', 'Course'];Motocross Madness 2 est un jeu de courses de motocross sur PC. Au programme pas moins de six modes de jeu en solo parmi lesquels on trouve les quatre de l'épisode précédent : Supercross, National, Freestyle et Baja ainsi que deux nouveaux modes. L'Enduro où il vous faudra courir d'un point à un autre en choisissant vous-même votre itinéraire et le Circuit Pro qui vous permettra de courir dans différentes saisons pour trouver des sponsors et acquérir des machines de plus en plus puissantes.;http://www.jeuxvideo.com/jeux/pc/00002903-motocross-madness-2.htm;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Perfect Dark;['Action', 'FPS'];Perfect Dark est un jeu de tir à la première personne sur N64. Vous jouez le rôle de Joanna Dark alias Perfect Dark, une jeune espionne de 23 ans, membre des forces d'élite. Tout débute avec l'appel au secours d'une scientifique de la DataDyne Corporation. Notre jeune héroïne va se rendre compte que la multinationale possède des activités bien louches. Vous allez devoir mener votre enquête pour découvrir les sombres secrets que renferme DataDyne. Le titre est jouable à 4 en écran séparé.;http://www.jeuxvideo.com/jeux/jeu-57441/;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Colin McRae Rally 2.0;['Course', 'Sport'];Colin McRae Rally 2.0 sur Playstation est un jeu de courses proposant de prendre les commandes de 13 véhicules (dont la ford Focus, la Subaru Impreza, et la Peugeot 205 turbo) à travers 8 pays et 80 étapes. Relevez les challenges proposés pour en recevoir de nouveaux plus ardus et terminez par le mode expert. Seul ou jusqu'à 5 joueurs simultanément, peaufinez vos trajectoires pour obtenir le meilleur chrono.;http://www.jeuxvideo.com/jeux/jeu-70108/;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ground Control sur PC;['Action', 'Stratégie'];Ground Control est un jeu de stratégie en temps réel et en caméra libre sur PC. Aucune ressource n'a besoin d'être gérée car le soft se concentre exclusivement sur la stratégie et la tactique militaire. L'histoire met en scène le conflit entre deux forces qui luttent pour la domination de l'espace, suite à la Troisième Guerre mondiale. Les trente missions de la campagne solo s'accompagnent de plusieurs modes multijoueurs.;http://www.jeuxvideo.com/jeux/pc/00002812-ground-control.htm;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
